tweet,emotion,magnitude
@KurakkuSora he is.\nSure his mind was clouded but...],sadness,0.333
Snores on TL. Boredom sunk in.,sadness,0.333
Season 3 of penny dreadful is on Netflix...well my afternoon is filled,sadness,0.333
Do not grow weary in doing good.\n\n-@billclinton,sadness,0.325
@SheilaCustis We dont expect women to be violent &amp; discourage it. Its really about how were raising our boys.,sadness,0.322
"LOL! @TheFrankJLopes was just awarded the F bomb trophy on #AutoDealerLive, @RealMatKoenig :) #serious",sadness,0.321
Jay Z and Brad Pitt cheated ..Bey stayed Angie left #cheaters #love #lust #sex #couples #relationships #date #marriage #divorce,sadness,0.32
"Carry on my wayward son, therell be peace when you are done. Lay your weary head to rest. Dont you cry no more. #Supernatural",sadness,0.318
@Vixen85Webster yep &amp; I stayed in pjs all day too lol x,sadness,0.312
For those of you who I have footage of but didnt make it into this mixdont get discouraged! I ran out of room on the beat this week.,sadness,0.312
@superbatlane its true also that he doesnt escape until almost all the car sunk,sadness,0.312
ordered my vacation bathing suits. one less thing to fret about.,sadness,0.312
@cardiff_blues @CardiffBluesSC Italy another round lets not drop our play and take it to them with a big result out there guys #blues,sadness,0.312
"@GriffinLaneP @Mediaite The Left has been protected so long, theyve lost their reasoning power.",sadness,0.312
New job training= too much meat eating! Oh well. Also- got approved to drive for Lyft! Just need a car... #day35 #sober,sadness,0.312
If you sober better roll another Dutch or if u dont smoke nigga better pour another cup ...,sadness,0.312
Just put the winter duvet on  #serious,sadness,0.312
"@TetraVariations I dont need a mask, but Ill gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only? #serious",sadness,0.312
#sober life,sadness,0.312
need to sta dating again.I m bored #redheadteen #boldandbeautiful #lost #500aday single men dating Schkeuditz,sadness,0.312
@_Mrs_Peel @lp_lisa @PaulRGoulden @LisaLuscious Might be the pout of a star baker tho !,sadness,0.312
Had a dream last night that Chris Brown created a diss track about Drake and Rihanna called I Hit It First  #dark,sadness,0.312
I got a short fuse when im sober.,sadness,0.312
Already plotting next steps if I get cut off by the same minivan in tomorrows drop-off line. #preschoolpolitics #momthings ,sadness,0.312
Never let me see you frown,sadness,0.312
@xxnogard_G88 Welcome to the  dark honey !,sadness,0.312
@WriterlyTweets Supine on the pianolips parted. #sixwordstory #amwriting #blues #singer,sadness,0.312
7 pax enjoyed the #gloom @Clayorangecrush @F3LakeMurray,sadness,0.312
Kinda wanna just book a vacation and go...anyone wanna tag along? #adventure #serious,sadness,0.312
"@Cigna bows out for the moment. Rather than sulk, Im going to @UCSF for an opinion from the guys studying #Oligodendroglioma. &amp;  &amp; s",sadness,0.312
I need a syfy series to watch I literally have nothing to watch back to back. I already watched #heroes #lost #jericho #fallenskies  etc etc,sadness,0.312
@wabermes The @RavalliRepublic had a good one but then the reporter quit. ,sadness,0.312
@jaymohr37 droop saw naked wrestling and asked What if I get a hole in one? #jaymohrsports,sadness,0.312
@TheCatHeSay I may be #alwayshungry but I havent sunk that low yet!! @Thereluctantcat,sadness,0.312
"Blessed are those who mourn, for they will be comforted \n                                              Mt 5:4",sadness,0.312
@kelly_welles they were brilliant werent they? Made me feel v dull not having one. And why no tattoo emoji! Thisll have to do...  x,sadness,0.312
"When tears r inappropriate: This day is holy to our Lord. Do not grieve, for the joy of the LORD is your strength. Nehemiah 8:10 NIV #joy",sadness,0.311
@DefiantSagacity  Hermione in a sort of thank you before sliding his own plate away from him before frowning at Ron as he continued to ,sadness,0.306
Lets get drunk and tell each other things were afraid to say when were sober.,sadness,0.303
@chelseafc let them know its the ,sadness,0.3
"@FatedDancer ~together. Hermione  lowered her voice slightly, sounding somewhat  bitter, perhaps even  rueful. That would only get you~",sadness,0.3
Band members wanted. Contact me #NewcastleGateshead #Sunderland #musicians #musicbusiness #musicislife #music #musically #band #blues #folk,sadness,0.299
Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencers is ,sadness,0.292
"#AskAMan but this does not sound like a #serious issue, cause siyahleka the whole time, just having fun",sadness,0.292
"@cherrivarisco @audubonsociety Oh yes, males are colourful and the Females are dull, so that they can blend in to their environment.",sadness,0.292
My name is John Locke and you cant tell me what I can and cant do #lost #,sadness,0.292
ya boy gets mad tired of pine trees,sadness,0.292
i wonder how a guy can broke his penis while having sex? #serious,sadness,0.292
"@NianticLabs .... For example, catching a gloom would yield 6 oddish candies and catching a vileplume would yield 9.",sadness,0.292
@markoheight @Cassie_OB we sound like vampires saying we wanna sink our teeth into the TT lads and their talents ,sadness,0.292
i love the word fret so much and im in heaven,sadness,0.292
"Marcos Rojo Marcos Rojo running down the wing. Loved by the blues, feared by the reds",sadness,0.292
Are you serious??,sadness,0.292
@rickygervais my first time in Slough so checked out the new station floor  #LifeOnTheRoad,sadness,0.292
@BillSwindell @DePauwU @dick_nixon I was having breakfast when I seen this?! I blew my cereal in the #sink!!,sadness,0.292
#PeopleLikeMeBecause of some unknown reason but I try to discourage it,sadness,0.278
Bill Clinton: Do not grow weary of doing good. @ClintonGlobal #CGI2016,sadness,0.275
.@billradkeradio is not a fan of The Beat Happening. But thats not to discourage aspiring other Olympia musicians! #KUOWrecord,sadness,0.274
@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity,sadness,0.271
@TweeriaLee A stumbling block to the pessimist is a stepping stone to the optimist.,sadness,0.271
"@beIIrkes Es, Im serious 23/8",sadness,0.271
Do not be discouraged by a slowing sales market. This will test your business model and pinpoint #strengths and #weaknesses. @Ken_Dunn,sadness,0.271
When you get lost in a neighborhood and have to use the gps on your phone to find your way out. #lost #GoogleMaps #blondmoment,sadness,0.271
@emorottie true sonicsatam was serious and a bit dark. Aosth is like super goofy and Looney toonie to a degree,sadness,0.271
TGIF! Hope everyone that needs to find #recovery can and that our friends stay #sober this weekend! @REBOSTreatment @BlvdCenters,sadness,0.271
@pxrfectpeach its got her little pout,sadness,0.271
"@darryella it doesnt chip and it doesnt get dull. Nails gone be looking perfect the whole time, except they gone be grown out ",sadness,0.271
it didnt impress me but it didnt depress me,sadness,0.271
"Do not fret if you are not cool! Humans who follow me, become instantly cool! #Bot",sadness,0.271
The #pessimist complains about the wind; the #optimist expects it to change; the realist adjusts the sails. - William Arthur Ward\n#IGNITE,sadness,0.271
"@littlemore20 I had a nice Italian ice-cream whilst resting my tired paws. Honey flavoured, naturally! #FurryTails #lost #Venice.",sadness,0.271
I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny,sadness,0.271
How much time should I give to my friend who lost his laptop to mourn before I can ask him to give me his laptop charger and extra battery??,sadness,0.271
i cant take u #serious unless u use #emojis,sadness,0.271
"Back to forest drama -\nfrom my #Forest #music - series, 2016\n#nature #dark #art #photography #Finland",sadness,0.271
"@makai_kishi_ Her eyes stayed glued to the monitor, not turning away for anything",sadness,0.271
"Optimism may sometimes be delusional, but pessimism is always delusional. Alan Cohen #believe",sadness,0.271
"Gods love spring.Of one dat sunk his whole estate for d paltry bribe,of a single applen yet proud of our ancestry?",sadness,0.271
That house on #GrandDesigns isnt in a forest its in a wibbly wobbly pine plantation,sadness,0.271
Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:,sadness,0.271
gloomy weather puts me in the best mood,sadness,0.271
Dad asked if I was too hungover to function today. Little does he know I stayed sober last night so i could get shit faced tonight ,sadness,0.271
The American Idiot record turns twelve today it changed my preppy middle school heart into a desolate punk rock desert I am forever grateful,sadness,0.271
"tones - \n: 1/2 of my favourite chris pine stans. i love tones more than anything, mt sweet summer child i will attack anyone who hurts her",sadness,0.271
"Amateurs sit and wait for inspiration, the rest of us just get up and go to work. -- Stephen King #authors #serious #writingtip",sadness,0.271
@hotelplanner I stayed at a hotel who  packed picnic lunches to take on the road!! #BetterTogether @Redlizzy1 @NewfieChic @Ladybug_Vic,sadness,0.271
@cburt43 turn that frown upside down,sadness,0.27
"@iJuvia_ \n\nHearing the noises, Akame opened her eyes and sat up, facing Juvia. She didnt expect at all to see someone around and staid --",sadness,0.266
"@petercoffin So safe blues are ok. Are reds ok as well? Obviously, battleground states would not.",sadness,0.263
"Hello fellow #horror #creepy #dark #stange #story fans, hows your day? #followme and Ill #followback",sadness,0.263
@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal,sadness,0.254
"Oh goodness Im loving this rainy  day. Its a head down, #creative cap on, &amp; get #lost in your #thoughts kind of day   #art #create #biz",sadness,0.25
No one wants to win the wild card because you have to play the Cubs on the road. ,sadness,0.25
"#Jazz - the #blues is the roots, the rest is the fruits",sadness,0.25
Well i did hear once before that girls are attracted to men that look like their dad!   ,sadness,0.25
"The labor of love is not cheap or inexpensive, its the time spent earning it. #lackadaisical #dreamer",sadness,0.25
BLUES with BOB HADDRELL &amp; Guests\nFri 23rd Sep 8:30pm - 11:00pm #blues #free #TunbridgeWells,sadness,0.25
@RashidAlMaktoum For #serious #intermediaries all required info about #project or #Owner will be mailed.,sadness,0.25
"9/30 Howland Cultural Center, #BeaconNy Vickie Raabin &amp; Chris Raabe #blues #soul 8pm  @LocalMotionWVKR @hiddencitiesnyc 845-831-4988",sadness,0.25
#FF \n\n@The_Family_X \n\n#soul #blues &amp; #rock #band\n\n#music from the #heart\n\nWith soul &amp; #passion \n\nXx  xX,sadness,0.25
Mmmm #coffee and a good #book on a dreary day! Who can beat that?,sadness,0.25
"Sometimes I cant believe Ive made it this far.169 days!! I threw out my demons n got #sober #clean, n started #recovery.#Sobriety is #2.",sadness,0.25
"All clouded out.\n\n Considering using a camera, 1) star trails 2) eyepiece projection.",sadness,0.25
"Learning to trust God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that #addiction is!",sadness,0.24
A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty. \n Winston S. Churchill #quote,sadness,0.238
Alt-J - Hunger of the pine.,sadness,0.235
these grown ass lil boys yeah i cant take them serious.,sadness,0.235
"Be strong &amp; courageous. Do not be terrified or discouraged, for the LORD your God will be with you wherever you go.",sadness,0.229
Let the #MrRobot binge begin. #nerdshow #compelling #dark,sadness,0.229
Anyway Im in a car with a furious white men and I have a really funny story to tell when Im sober ,sadness,0.229
"#RiceFODays now I am Alex Butlers class on financial management. Starts off with a great, relevant class discussion: movies and sunk costs",sadness,0.229
"There is no dark side in the moon. In fact, its all dark.\nGerry ODriscoll at the end of The Dark side of the Moon",sadness,0.229
@BluesfestByron second artist announcement looking good #bluesfest2017  #Music #byronbay,sadness,0.229
now playing yung fav song ni chavs #sober ,sadness,0.229
"@BlurtAlerts the darkest of nights can be bright, the solemn of faces lights up with a smile. -@Totemprince believe in me, as I do in you",sadness,0.229
@kcbbcxo dont get discouraged! its early on &amp; it can get overwhelming. keep reading &amp; use cue cards  itll get better!!,sadness,0.229
Damn gud #premiere #LethalWeapon...#funny and ,sadness,0.229
I cant mourn Kid Cudi cause we have Travis Scott...,sadness,0.229
"Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12",sadness,0.216
Isaiah 40:31\nthose who trust in the Lord will find new strength.\nThey will soar high on wings like eagles.\nThey will run and not grow weary.,sadness,0.214
"@AMB4JC @drtonyevans Its our job, the job of people who r still sane,still ok in life, to help the lost to find themselves &amp; love eachother",sadness,0.214
Unmatched Party Specialist /co @T3RevNeverEnd #serious #job #titles,sadness,0.208
"Honestly dont give af who wins out of us and pine, Im just worried about getting drunk Saturday night",sadness,0.208
I dont think Luca understands how serious I am about Fall....he has no idea whats in store for him ,sadness,0.208
I keep feeling the heaviness on my left hand and look down and I am in awe every single time  #notusedtoit #imafiance #wut,sadness,0.208
the rappers who stayed true to the game is rich.,sadness,0.208
@thetroche94 @ramiro_cedeno yeah if you want to become obese it is!  I can afford it so I dont think its that serious haha,sadness,0.208
@Hails_Berry8 @sajedhariri23 varsity pine riding,sadness,0.208
The difference between someones selfies when theyre happy vs. unhappy is absolutely amazing.,sadness,0.208
@KatelynKolsrud thanks mucho kate #sober,sadness,0.208
@hyattd335 #Grateful for #novel #award #promo #RT - #Blessings DeWayne Hyatt #Hippie who loves to grind on the #blues #Florida,sadness,0.208
@CrucialBMXShop ohh silver lake came up a lot on there! Is that where you guys stayed?,sadness,0.208
"@Damn_It_Dillon @SamUndomiel of course! This is a happy hentai, not a sad or gloomy one",sadness,0.208
@VaunWilmott @PrisonBreak @PBWritersRoom linc the sink,sadness,0.208
"@Lesdoggg take me with you!! JK. Have fun, relax, get a massage or two and chill. Dont eat the cucumbers, most places frown on that.",sadness,0.206
We stayed up all night long\nMade our drinks too strong\nFeeling ten feet tall\nRopes swinging into the water\nIn the middle of the night,sadness,0.2
why do i have such a thing for dark curly hAIR,sadness,0.196
Well i did hear once before that girls are attracted to men that look like their dad!   #serious,sadness,0.188
"A tummy full of steak, wine, key lime pine and cuddles on tap. What a way to turn around a stressful Wednesday ",sadness,0.188
Free live music in DC tonight!  #blues with #MoonshineSociety at @thehamiltondc in the Loft starting at 10:30pm @FreeinDCBlog @WTOPFreebies,sadness,0.188
@hannah_2401 hannah stop being mournful and chill ,sadness,0.188
Guys! Read my #fanfiction if you like #lost and #housemd I have one of each #tvshow -link in bio!,sadness,0.188
@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales ,sadness,0.188
Very long day. Thank goodness for Bake Off to brighten up a weary Wednesday  #GBBO,sadness,0.188
"TONIGHT - Fulford Arms, York \nTOMORROW - Bank Top Tavern, Oldham\nNEXT SATURDAY- Big Hands, Manchester \n\n#livemusic #punk #blues #rockandroll",sadness,0.188
"Im so proud he understands this, he shows love, thought and compassion    and its not done in a clouded way..",sadness,0.188
blues bar,sadness,0.188
"@GOP shes ahead in the polls &amp; after Trumps dismal performance at upcoming debate, it will be an easy win for Hillary.",sadness,0.174
@urbaneprofessor roast them. Then risotto with sage and pine nuts,sadness,0.167
Happiness is always there. You just have to choose to see it. Theres no point dwelling in the dark and ignoring the light of the stars.,sadness,0.167
Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed  #theBeautyofBalance,sadness,0.167
also who has amazon prime that would like to help a girl out LOL #serious,sadness,0.167
I added Paul Walker on Xbox but he just spends all of his time on the dashboard.  #humor #funny,sadness,0.167
"Nice to see Balotelli back to his best, good player.. Just lost his way a bit!",sadness,0.167
@KatieBurnett ha freshers blues would love to re do all again ... ha nice tshirt .. vote for Pedro,sadness,0.167
What do you get when you cross an #apple tree and a #pine tree? \nNothing. You cant cross-pollinate #deciduous and #coniferous #trees.,sadness,0.146
"Please bear with me, Im not Twitter savvy in real life Im a Facebook person. Help me gain followers  #blog #selfhelp ",sadness,0.146
@RiRiMathew even when were fighting Im laughing. I probably have serious ingrained issues,sadness,0.146
"@SquidWasTaken Pfft- Yeye, im a sucker for bright yellow, red, pink, and blues when it comes to coloring or backgrounds haaa",sadness,0.146
Never a dull moment when talking to Nell ,sadness,0.146
Never dull moment here,sadness,0.146
#picoftheday : How...why... Really... !!\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...,sadness,0.146
@EBled2 Great to have you as our tournament chair and award was #serious,sadness,0.132
@DarbyHogle the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip! ,sadness,0.125
@PottzGaming hmu need players for lans next year. DM me. Need serious players. Im under org,sadness,0.125
"#FF @ElizaNealsRocks Love &amp; support, always!! Eliza Neals ROCKS!! #blues #music #friends ",sadness,0.125
@VivienLloyd Thank you so much! Just home - stunned but so happy. Dont think it has sunk in yet! Wow.,sadness,0.104
Just put the winter duvet on  ,sadness,0.104
@SilkInSide @TommyJoeRatliff thats so pretty! I love the sky in the background and the purple highlights with the dull colors is great,sadness,0.088
@BluesfestByron second artist announcement looking good #bluesfest2017 #blues #Music #byronbay,sadness,0.083
"I can literally eat creamy pesto pasta topped with grilled chicken, sun dried tomatoes, asparagus and pine nuts every single day of my life",sadness,0.083
